batch_id,sample_id,lake,date,depth,CO2_FID,concentrationCO2Gas,CH4_FID,concentrationCH4Gas,concentrationN2OGas,replicate_median,concentrationCO2Air,concentrationCH4Air,concentrationN2OAir,gasVolume,waterVolume,waterTemp,headspaceTemp,barometricPressure
SSB,SSB_2021-02-02_5_2,SSB,2/2/21,5,7770.61274,7256.64548,3377.77097,3403.2472,0,2,371.20908,1.77657,-0.07044,35,105,3.9,3.9,96.66
SSB,SSB_2021-02-02_5_3,SSB,2/2/21,5,7950.302,7417.19667,3635.60877,3677.06819,0,2,371.20908,1.77657,-0.07044,35,105,3.9,3.9,96.66
SSB,SSB_2021-02-02_7_1,SSB,2/2/21,7,9744.63551,9050.75502,11567.56037,11839.72907,0,2,371.20908,1.77657,-0.07044,35,105,4,4,96.66
SSB,SSB_2021-02-02_7_2,SSB,2/2/21,7,9645.55334,8958.98204,10882.36651,11123.55426,0,2,371.20908,1.77657,-0.07044,35,105,4,4,96.66
SSB,SSB_2021-02-02_7_3,SSB,2/2/21,7,9063.53195,8438.00531,9021.41072,9192.98999,0,2,371.20908,1.77657,-0.07044,35,105,4,4,96.66
SSB,SSB_2021-02-17_0_1,SSB,2/17/21,0,6305.63633,5936.10771,289.63748,273.07606,0,2,354.78386,1.76341,-0.60088,35,105,0,0,96.56
SSB,SSB_2021-02-17_0_2,SSB,2/17/21,0,6515.64728,6120.17043,193.49921,175.24223,0,2,354.78386,1.76341,-0.60088,35,105,0,0,96.56
SSB,SSB_2021-02-17_0_3,SSB,2/17/21,0,6445.40921,6048.94007,184.00995,164.72591,0,2,354.78386,1.76341,-0.60088,35,105,0,0,96.56
SSB,SSB_2021-02-17_3_1,SSB,2/17/21,3,8230.98823,7673.50543,3304.40801,3335.22213,0,2,354.78386,1.76341,-0.60088,35,105,3.6,3.6,96.56
SSB,SSB_2021-02-17_3_2,SSB,2/17/21,3,8343.23855,7777.97171,3360.14361,3391.8304,0,2,354.78386,1.76341,-0.60088,35,105,3.6,3.6,96.56
SSB,SSB_2021-02-17_3_3,SSB,2/17/21,3,7855.3223,7343.68829,3307.51634,3334.22936,0,2,354.78386,1.76341,-0.60088,35,105,3.6,3.6,96.56
SSB,SSB_2021-02-17_5_1,SSB,2/17/21,5,8507.10954,7929.28732,4689.58262,4749.12076,0,2,354.78386,1.76341,-0.60088,35,105,3.7,3.7,96.56
SSB,SSB_2021-02-17_5_2,SSB,2/17/21,5,8696.14721,8101.29783,5554.1141,5624.89236,0,2,354.78386,1.76341,-0.60088,35,105,3.7,3.7,96.56
SSB,SSB_2021-02-17_5_3,SSB,2/17/21,5,7359.17355,6876.66586,3414.87349,3448.34236,0,2,354.78386,1.76341,-0.60088,35,105,3.7,3.7,96.56
SSB,SSB_2021-02-17_7_1,SSB,2/17/21,7,8769.64723,8159.96044,6688.89241,6785.90691,0,2,354.78386,1.76341,-0.60088,35,105,4,4,96.56
SSB,SSB_2021-02-17_7_2,SSB,2/17/21,7,8498.39499,7924.16716,6542.38885,6637.61515,0,2,354.78386,1.76341,-0.60088,35,105,4,4,96.56
SSB,SSB_2021-02-17_7_3,SSB,2/17/21,7,8487.20294,7903.17906,5614.35664,5690.15694,0,2,354.78386,1.76341,-0.60088,35,105,4,4,96.56
SSB,SSB_2021-03-02_0_1,SSB,3/2/21,0,8558.24059,7952.53319,2162.65573,2167.62105,0,2,363.68938,1.92039,-0.72293,35,105,0.3,0.3,95.14
SSB,SSB_2021-03-02_0_2,SSB,3/2/21,0,8650.54172,8036.78205,2210.67853,2220.44052,0,2,363.68938,1.92039,-0.72293,35,105,0.3,0.3,95.14
SSB,SSB_2021-03-02_0_3,SSB,3/2/21,0,8777.61926,8161.19927,2250.01601,2261.01895,0,2,363.68938,1.92039,-0.72293,35,105,0.3,0.3,95.14
SSB,SSB_2021-03-02_3_1,SSB,3/2/21,3,9045.86917,8399.89464,4182.43289,4216.62934,0,2,363.68938,1.92039,-0.72293,35,105,3.6,3.6,95.14
SSB,SSB_2021-03-02_3_2,SSB,3/2/21,3,9233.98606,8568.88845,4273.46314,4314.9028,0,2,363.68938,1.92039,-0.72293,35,105,3.6,3.6,95.14
SSB,SSB_2021-03-02_3_3,SSB,3/2/21,3,8983.45451,8340.12401,4023.37928,4308.58624,0,2,363.68938,1.92039,-0.72293,35,105,3.6,3.6,95.14
SSB,SSB_2021-03-02_5_1,SSB,3/2/21,5,9275.24975,8615.66205,5446.1827,5521.52266,0,2,363.68938,1.92039,-0.72293,35,105,3.8,3.8,95.14
SSB,SSB_2021-03-02_5_2,SSB,3/2/21,5,9379.8634,8698.54531,5490.98667,5554.38423,0,2,363.68938,1.92039,-0.72293,35,105,3.8,3.8,95.14
SSB,SSB_2021-03-02_5_3,SSB,3/2/21,5,9312.29895,8650.32917,5471.53906,5531.80397,0,2,363.68938,1.92039,-0.72293,35,105,3.8,3.8,95.14
SSB,SSB_2021-03-02_7_1,SSB,3/2/21,7,12525.09473,11563.51744,19247.15099,19818.88195,0,2,363.68938,1.92039,-0.72293,35,105,4,4,95.14
SSB,SSB_2021-03-02_7_2,SSB,3/2/21,7,12752.96489,11762.63894,19469.84653,20057.17375,0,2,363.68938,1.92039,-0.72293,35,105,4,4,95.14
SSB,SSB_2021-03-02_7_3,SSB,3/2/21,7,12754.45646,11755.64574,18470.85557,19016.9298,0.01332,2,363.68938,1.92039,-0.72293,35,105,4,4,95.14
SSB,SSB_2021-03-15_0_1,SSB,3/15/21,0,4505.60483,4294.96974,247.71071,232.15486,0,2,354.95691,1.87418,-0.72884,35,105,1.3,1.3,96.46
SSB,SSB_2021-03-15_0_2,SSB,3/15/21,0,4549.43854,4337.43475,187.29985,169.51778,0,2,354.95691,1.87418,-0.72884,35,105,1.3,1.3,96.46
SSB,SSB_2021-03-15_0_3,SSB,3/15/21,0,4606.86592,4390.08502,171.16537,148.91962,0,2,354.95691,1.87418,-0.72884,35,105,1.3,1.3,96.46
SSB,SSB_2021-03-15_3_1,SSB,3/15/21,3,8724.04746,8107.8901,3945.74138,3980.22735,0,2,354.95691,1.87418,-0.72884,35,105,3.6,3.6,96.46
SSB,SSB_2021-03-15_3_2,SSB,3/15/21,3,8889.62494,8261.72955,4151.11181,4178.56263,0,2,354.95691,1.87418,-0.72884,35,105,3.6,3.6,96.46
SSB,SSB_2021-03-15_3_3,SSB,3/15/21,3,8835.14185,8224.12551,3977.05723,4005.17316,0,2,354.95691,1.87418,-0.72884,35,105,3.6,3.6,96.46
SSB,SSB_2021-03-15_5_1,SSB,3/15/21,5,8819.62241,8199.61205,5883.10229,5951.63485,0,2,354.95691,1.87418,-0.72884,35,105,3.8,3.8,96.46
SSB,SSB_2021-03-15_5_2,SSB,3/15/21,5,9478.28282,8794.81965,8013.70504,8130.94361,0,2,354.95691,1.87418,-0.72884,35,105,3.8,3.8,96.46
SSB,SSB_2021-03-15_5_3,SSB,3/15/21,5,9531.90233,8856.41269,7490.35737,7591.73612,0,2,354.95691,1.87418,-0.72884,35,105,3.8,3.8,96.46
SSB,SSB_2021-03-15_7_1,SSB,3/15/21,7,10968.04664,10144.45687,14449.88416,15010.06021,0,2,354.95691,1.87418,-0.72884,35,105,4,4,96.46
SSB,SSB_2021-03-15_7_2,SSB,3/15/21,7,11190.97594,10342.10506,15240.94615,15830.3447,0,2,354.95691,1.87418,-0.72884,35,105,4,4,96.46
SSB,SSB_2021-03-15_7_3,SSB,3/15/21,7,11034.29993,10205.29301,14416.10318,14773.89094,0,2,354.95691,1.87418,-0.72884,35,105,4,4,96.46
SSB,std1,std1,NA,NA,-67.8676,NA,6.73849,NA,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std10,std10,NA,NA,-79.36007,0,5033.59795,5084.77178,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std11,std11,NA,NA,55965.17179,51636.59475,23903.69652,24672.10588,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std12,std12,NA,NA,11253.52772,10407.41299,0.38204,0,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std2,std2,NA,NA,14.84799,173.00286,15.52749,-9.59728,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std3,std3,NA,NA,-72.25326,0,99.07511,76.07058,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std4,std4,NA,NA,114.5808,280.98599,29.7512,4.60809,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std5,std5,NA,NA,390.45382,545.13639,4.71784,0,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std6,std6,NA,NA,-74.62408,0,521.90117,511.22341,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std7,std7,NA,NA,924.03537,1048.80143,1.59207,0,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std8,std8,NA,NA,-245.30644,0,1008.14648,1005.03652,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,std9,std9,NA,NA,4925.98186,4692.59839,0.9666,0,0,NA,NA,NA,NA,35,105,0.2,0.2,103.991
SSB,TB_2021-02-03_0_1,TB,2/3/21,0,5811.71732,5476.54177,129.48012,110.99735,0,2,350.17148,1.73972,-0.25334,35,105,0.3,0.3,95.75
SSB,TB_2021-02-03_0_2,TB,2/3/21,0,6010.0301,5657.43957,128.85068,112.75934,0,2,350.17148,1.73972,-0.25334,35,105,0.3,0.3,95.75
SSB,TB_2021-02-03_0_3,TB,2/3/21,0,5987.66127,5643.94036,129.1654,111.878345,0,2,350.17148,1.73972,-0.25334,35,105,0.3,0.3,95.75
SSB,TB_2021-02-03_3_1,TB,2/3/21,3,6800.42814,6385.68926,574.44618,566.64918,0,2,350.17148,1.73972,-0.25334,35,105,3.8,3.8,95.75
SSB,TB_2021-02-03_3_2,TB,2/3/21,3,5588.96043,5294.21399,368.97451,352.82401,0,2,350.17148,1.73972,-0.25334,35,105,3.8,3.8,95.75
SSB,TB_2021-02-03_3_3,TB,2/3/21,3,6886.92496,6453.91547,471.710345,459.736595,0,2,350.17148,1.73972,-0.25334,35,105,3.8,3.8,95.75
SSB,TB_2021-02-03_5_1,TB,2/3/21,5,7844.55067,7312.2598,3384.69168,3416.85129,0,2,350.17148,1.73972,-0.25334,35,105,4.1,4.1,95.75
SSB,TB_2021-02-03_5_2,TB,2/3/21,5,7853.93199,7326.28913,3356.21241,3386.03086,0,2,350.17148,1.73972,-0.25334,35,105,4.1,4.1,95.75
SSB,TB_2021-02-03_5_3,TB,2/3/21,5,7849.24133,7319.274465,3370.452045,3401.441075,0,2,350.17148,1.73972,-0.25334,35,105,4.1,4.1,95.75
SSB,TB_2021-02-03_7_1,TB,2/3/21,7,10013.2374,9287.73247,9351.80996,9537.14601,0,2,350.17148,1.73972,-0.25334,35,105,4.4,4.4,95.75
SSB,TB_2021-02-03_7_2,TB,2/3/21,7,9862.7832,9147.83203,9600.75393,9786.65113,0,2,350.17148,1.73972,-0.25334,35,105,4.4,4.4,95.75
SSB,TB_2021-02-03_7_3,TB,2/3/21,7,9535.70509,8874.31241,8350.26032,8494.68439,0,2,350.17148,1.73972,-0.25334,35,105,4.4,4.4,95.75
SSB,TB_2021-02-16_0_1,TB,2/16/21,0,6509.20977,6113.45666,188.81163,169.97003,0,2,364.26019,1.64318,-0.57677,35,105,0,0,95.95
SSB,TB_2021-02-16_0_2,TB,2/16/21,0,6593.91429,6195.222175,107.31525,82.61469,0,2,364.26019,1.64318,-0.57677,35,105,0,0,95.95
SSB,TB_2021-02-16_0_3,TB,2/16/21,0,6678.61881,6276.98769,177.99363,152.67401,0,2,364.26019,1.64318,-0.57677,35,105,0,0,95.95
SSB,TB_2021-02-16_3_1,TB,2/16/21,3,7243.33129,6784.35021,450.25221,441.46444,0,2,364.26019,1.64318,-0.57677,35,105,3.7,3.7,95.95
SSB,TB_2021-02-16_3_2,TB,2/16/21,3,7156.75679,6693.83388,405.69534,396.33947,0,2,364.26019,1.64318,-0.57677,35,105,3.7,3.7,95.95
SSB,TB_2021-02-16_3_3,TB,2/16/21,3,7224.21427,6781.95799,494.80908,486.58941,0,2,364.26019,1.64318,-0.57677,35,105,3.7,3.7,95.95
SSB,TB_2021-02-16_5_1,TB,2/16/21,5,8633.11979,8040.90515,4982.96116,5049.57904,0,2,364.26019,1.64318,-0.57677,35,105,4.1,4.1,95.95
SSB,TB_2021-02-16_5_2,TB,2/16/21,5,9066.44151,8435.39642,6729.29657,6834.11507,0,2,364.26019,1.64318,-0.57677,35,105,4.1,4.1,95.95
SSB,TB_2021-02-16_5_3,TB,2/16/21,5,8196.14322,7634.83306,3273.81563,5941.847055,0,2,364.26019,1.64318,-0.57677,35,105,4.1,4.1,95.95
SSB,TB_2021-02-16_7_1,TB,2/16/21,7,14509.21931,13393.87515,23102.94394,23895.68992,0,2,364.26019,1.64318,-0.57677,35,105,4.3,4.3,95.95
SSB,TB_2021-02-16_7_2,TB,2/16/21,7,14489.57012,13367.17804,23838.57956,24670.00341,0,2,364.26019,1.64318,-0.57677,35,105,4.3,4.3,95.95
SSB,TB_2021-02-16_7_3,TB,2/16/21,7,12409.70214,11469.71348,22447.168,23205.23129,0,2,364.26019,1.64318,-0.57677,35,105,4.3,4.3,95.95
SSB,TB_2021-03-02_0_1,TB,3/2/21,0,7031.37607,6561.81558,343.90382,327.18063,0.21206,2,359.69014,1.81365,-0.71921,35,105,0.3,0.3,94.84
SSB,TB_2021-03-02_0_2,TB,3/2/21,0,6870.81205,6435.47834,224.84338,203.80831,0.61729,2,359.69014,1.81365,-0.71921,35,105,0.3,0.3,94.84
SSB,TB_2021-03-02_0_3,TB,3/2/21,0,6756.18868,6342.22029,239.71436,222.36248,0.48825,2,359.69014,1.81365,-0.71921,35,105,0.3,0.3,94.84
SSB,TB_2021-03-02_3_1,TB,3/2/21,3,7499.49307,7006.57584,870.32955,868.87462,0.23505,2,359.69014,1.81365,-0.71921,35,105,3.6,3.6,94.84
SSB,TB_2021-03-02_3_2,TB,3/2/21,3,7383.87366,6915.25765,885.38487,877.91784,0,2,359.69014,1.81365,-0.71921,35,105,3.6,3.6,94.84
SSB,TB_2021-03-02_3_3,TB,3/2/21,3,7500.61634,7004.39542,840.05228,838.86983,0,2,359.69014,1.81365,-0.71921,35,105,3.6,3.6,94.84
SSB,TB_2021-03-02_5_1,TB,3/2/21,5,8880.56023,8264.45709,4719.67023,4771.71534,0.02588,2,359.69014,1.81365,-0.71921,35,105,4,4,94.84
SSB,TB_2021-03-02_5_2,TB,3/2/21,5,9168.21773,8519.11273,5846.90848,5925.0801,0,2,359.69014,1.81365,-0.71921,35,105,4,4,94.84
SSB,TB_2021-03-02_5_3,TB,3/2/21,5,9206.26334,8548.27171,6417.64223,6499.36282,0,2,359.69014,1.81365,-0.71921,35,105,4,4,94.84
SSB,TB_2021-03-02_7_1,TB,3/2/21,7,14161.62191,13052.10663,21451.75222,22122.42453,0,2,359.69014,1.81365,-0.71921,35,105,4.4,4.4,94.84
SSB,TB_2021-03-02_7_2,TB,3/2/21,7,13706.9186,12616.85004,18583.00545,19108.39548,0,2,359.69014,1.81365,-0.71921,35,105,4.4,4.4,94.84
SSB,TB_2021-03-02_7_3,TB,3/2/21,7,13413.9556,12361.47921,19440.37379,20020.81113,0,2,359.69014,1.81365,-0.71921,35,105,4.4,4.4,94.84
SSB,TB_2021-03-15_0_1,TB,3/15/21,0,6146.69807,5793.48905,778.20325,776.21097,0,2,352.50848,1.7017,-0.68093,35,105,0.2,0.2,96.77
SSB,TB_2021-03-15_0_2,TB,3/15/21,0,5971.46835,5633.67128,718.25152,711.09426,0,2,352.50848,1.7017,-0.68093,35,105,0.2,0.2,96.77
SSB,TB_2021-03-15_0_3,TB,3/15/21,0,5997.51131,5661.8247,695.93756,689.32794,0,2,352.50848,1.7017,-0.68093,35,105,0.2,0.2,96.77
SSB,TB_2021-03-15_3_1,TB,3/15/21,3,6975.2705,6535.15897,1043.37863,1040.3909,0,2,352.50848,1.7017,-0.68093,35,105,3.7,3.7,96.77
SSB,TB_2021-03-15_3_2,TB,3/15/21,3,7230.01492,6756.95329,1583.81838,1589.95995,0,2,352.50848,1.7017,-0.68093,35,105,3.7,3.7,96.77
SSB,TB_2021-03-15_3_3,TB,3/15/21,3,7078.67992,6610.77486,1229.23138,1222.66653,0,2,352.50848,1.7017,-0.68093,35,105,3.7,3.7,96.77
SSB,TB_2021-03-15_5_1,TB,3/15/21,5,9848.26336,9126.22553,9673.25191,9840.05067,0,2,352.50848,1.7017,-0.68093,35,105,4,4,96.77
SSB,TB_2021-03-15_5_2,TB,3/15/21,5,9670.47918,8959.42226,8851.562,8993.36905,0,2,352.50848,1.7017,-0.68093,35,105,4,4,96.77
SSB,TB_2021-03-15_5_3,TB,3/15/21,5,9757.50739,9039.57271,9201.07357,9363.41893,0,2,352.50848,1.7017,-0.68093,35,105,4,4,96.77
SSB,TB_2021-03-15_7_1,TB,3/15/21,7,14096.70037,12981.54611,25786.21693,26659.42915,0,2,352.50848,1.7017,-0.68093,35,105,4.3,4.3,96.77
SSB,TB_2021-03-15_7_2,TB,3/15/21,7,13520.50623,12462.39584,25334.26224,26198.56702,0,2,352.50848,1.7017,-0.68093,35,105,4.3,4.3,96.77
SSB,TB_2021-03-15_7_3,TB,3/15/21,7,14788.82356,13610.64488,28705.58906,29722.99788,0,2,352.50848,1.7017,-0.68093,35,105,4.3,4.3,96.77
