batch_id,sample_id,lake,date,depth,CO2_FID,concentrationCO2Gas,CH4_FID,concentrationCH4Gas,concentrationN2OGas,replicate_median,concentrationCO2Air,concentrationCH4Air,concentrationN2OAir,gasVolume,waterVolume,waterTemp,headspaceTemp,barometricPressure
SSB,TB_2020-06-05_0_B,TB,6/5/20,0,1438.9361,1511.39097,22.6535,2.70911,0.23699,NA,NA,NA,NA,35,105,20,20,95.165
SSB,TB_2020-06-05_0_A,TB,6/5/20,0,1436.65415,1507.54576,20.7592,-0.75817,0,NA,NA,NA,NA,35,105,4.1,4.1,95.165
SSB,TB_2020-06-05_3_B,TB,6/5/20,3,10220.18472,9458.59211,4643.69726,4688.99632,0,NA,NA,NA,NA,35,105,4,4,95.165
SSB,TB_2020-06-05_3_A,TB,6/5/20,3,10247.48693,9478.92285,4895.96388,4939.43083,0,NA,NA,NA,NA,35,105,4.1,4.1,95.165
SSB,TB_2020-06-05_3_C,TB,6/5/20,3,10286.42502,9525.00394,4710.13481,4758.72846,0,NA,NA,NA,NA,35,105,4.1,4.1,95.165
SSB,TB_2020-06-05_5_B,TB,6/5/20,5,10737.51952,9914.25478,6742.71371,6821.16845,0,NA,NA,NA,NA,35,105,4.5,4.5,95.165
SSB,TB_2020-06-05_5_A,TB,6/5/20,5,10655.85763,9851.77469,6443.65955,6517.50072,0,NA,NA,NA,NA,35,105,4,4,95.165
SSB,TB_2020-06-05_5_C,TB,6/5/20,5,10634.89544,9825.89027,6425.75836,6496.90066,0,NA,NA,NA,NA,35,105,4,4,95.165
SSB,TB_2020-06-05_7_A,TB,6/5/20,7,14443.79019,13276.55134,14657.8719,14945.98035,0,NA,NA,NA,NA,35,105,20,20,95.165
SSB,TB_2020-06-05_7_C,TB,6/5/20,7,14406.82453,13237.3635,13382.43592,13607.88619,0,NA,NA,NA,NA,35,105,4.5,4.5,95.165
SSB,TB_2020-06-05_7_B,TB,6/5/20,7,14400.81479,13233.35334,13838.18094,14304.66806,0,NA,NA,NA,NA,35,105,4.5,4.5,95.165
SSB,TB_2020-06-11_0_C,TB,6/11/20,0,1867.31684,1901.08792,98.10038,84.57903,0,2,410.52435,36.13065,-0.37106,35,105,17.7,17.7,95.059
SSB,TB_2020-06-11_0_A,TB,6/11/20,0,2011.72542,2032.80685,76.40781,64.38276,0,2,410.52435,36.13065,-0.37106,35,105,17.7,17.7,95.059
SSB,TB_2020-06-11_0_B,TB,6/11/20,0,1986.43769,2007.88657,71.33266,57.33086,0,2,410.52435,36.13065,-0.37106,35,105,17.7,17.7,95.059
SSB,TB_2020-06-11_3_C,TB,6/11/20,3,10204.36054,9448.71054,4763.03638,4943.37553,0,2,410.52435,36.13065,-0.37106,35,105,4.5,4.5,95.059
SSB,TB_2020-06-11_3_B,TB,6/11/20,3,9511.37866,8820.08524,4552.77166,4609.9115,0,2,410.52435,36.13065,-0.37106,35,105,4.5,4.5,95.059
SSB,TB_2020-06-11_3_A,TB,6/11/20,3,10016.07228,9276.80956,4496.85521,4558.20369,0,2,410.52435,36.13065,-0.37106,35,105,4.5,4.5,95.059
SSB,TB_2020-06-11_5_B,TB,6/11/20,5,10280.21715,9495.55953,5916.35538,6143.96855,0,2,410.52435,36.13065,-0.37106,35,105,4,4,95.059
SSB,TB_2020-06-11_5_C,TB,6/11/20,5,10308.43183,9544.46479,6389.36601,6554.05844,0,2,410.52435,36.13065,-0.37106,35,105,4,4,95.059
SSB,TB_2020-06-11_5_A,TB,6/11/20,5,10371.51489,9600.55421,6454.34365,6538.95322,0,2,410.52435,36.13065,-0.37106,35,105,4,4,95.059
SSB,TB_2020-06-11_7_B,TB,6/11/20,7,12735.94383,11731.93113,12808.78911,13080.3764,0,2,410.52435,36.13065,-0.37106,35,105,4.1,4.1,95.059
SSB,TB_2020-06-11_7_C,TB,6/11/20,7,12918.88439,11898.95897,13233.08971,13669.24233,0,2,410.52435,36.13065,-0.37106,35,105,4.1,4.1,95.059
SSB,TB_2020-06-11_7_A,TB,6/11/20,7,13014.68031,11988.93973,13128.689,13461.32974,0,2,410.52435,36.13065,-0.37106,35,105,4.1,4.1,95.059
SSB,SSB_2020-06-18_0_C,SSB,6/18/20,0,1566.45808,1622.83685,40.90342,22.79495,0,2,356.22733,6.53984,-0.14154,35,105,26,26,95.565
SSB,SSB_2020-06-18_0_B,SSB,6/18/20,0,1642.24611,1697.91582,128.51526,116.64505,0,2,356.22733,6.53984,-0.14154,35,105,26,26,95.565
SSB,SSB_2020-06-18_0_A,SSB,6/18/20,0,1456.48634,1532.92557,78.62254,64.08826,0,2,356.22733,6.53984,-0.14154,35,105,26,26,95.565
SSB,SSB_2020-06-18_3_C,SSB,6/18/20,3,12958.83214,11936.64432,8491.39924,8616.39834,0,2,356.22733,6.53984,-0.14154,35,105,5.1,0.2,95.565
SSB,SSB_2020-06-18_3_B,SSB,6/18/20,3,12863.30435,11849.96798,7916.83091,8025.99492,0,2,356.22733,6.53984,-0.14154,35,105,5.1,0.2,95.565
SSB,SSB_2020-06-18_3_A,SSB,6/18/20,3,12814.81211,11800.92864,7755.08816,7863.82535,0,2,356.22733,6.53984,-0.14154,35,105,5.1,0.2,95.565
SSB,SSB_2020-06-18_5_C,SSB,6/18/20,5,13809.8713,12702.40368,13186.39979,13483.73822,0,2,356.22733,6.53984,-0.14154,35,105,4.6,0.2,95.565
SSB,SSB_2020-06-18_5_B,SSB,6/18/20,5,13560.49748,12484.29973,12421.61694,12815.48836,0,2,356.22733,6.53984,-0.14154,35,105,4.6,0.2,95.565
SSB,SSB_2020-06-18_5_A,SSB,6/18/20,5,14273.82565,13125.86927,14940.52642,15432.78353,0,2,356.22733,6.53984,-0.14154,35,105,4.6,0.2,95.565
SSB,TB_2020-06-18_0_C,TB,6/18/20,0,1431.43072,1498.82783,20.8583,2.22767,0,2,362.32831,6.89464,-0.49706,35,105,23.8,23.8,95.659
SSB,TB_2020-06-18_0_B,TB,6/18/20,0,1395.45499,1475.99958,20.98253,2.83105,0,2,362.32831,6.89464,-0.49706,35,105,23.8,23.8,95.659
SSB,TB_2020-06-18_0_A,TB,6/18/20,0,1399.17177,1479.20324,18.64091,1.47187,0,2,362.32831,6.89464,-0.49706,35,105,23.8,23.8,95.659
SSB,TB_2020-06-18_3_A,TB,6/18/20,3,11354.6206,10498.34576,4882.26839,4974.61901,0,2,362.32831,6.89464,-0.49706,35,105,4.8,4.8,95.659
SSB,TB_2020-06-18_3_B,TB,6/18/20,3,11128.08962,10283.80017,4927.48738,5009.36717,0,2,362.32831,6.89464,-0.49706,35,105,4.8,4.8,95.659
SSB,TB_2020-06-18_3_C,TB,6/18/20,3,10911.44451,10086.63559,4524.9157,4565.73991,0,2,362.32831,6.89464,-0.49706,35,105,4.8,4.8,95.659
SSB,TB_2020-06-18_5_C,TB,6/18/20,5,11163.70735,10311.39633,5932.52927,5997.28498,0,2,362.32831,6.89464,-0.49706,35,105,4,4,95.659
SSB,TB_2020-06-18_5_B,TB,6/18/20,5,11075.88436,10237.26687,5858.23628,5929.23069,0,2,362.32831,6.89464,-0.49706,35,105,4,4,95.659
SSB,TB_2020-06-18_5_A,TB,6/18/20,5,11143.65824,10304.81552,5753.31864,5817.87565,0,2,362.32831,6.89464,-0.49706,35,105,4,4,95.659
SSB,TB_2020-06-18_7_C,TB,6/18/20,7,15595.00428,14321.37559,17093.13543,17494.01618,0,2,362.32831,6.89464,-0.49706,35,105,4.1,4.1,95.659
SSB,TB_2020-06-18_7_B,TB,6/18/20,7,15669.54518,14398.5986,16397.9071,16787.04989,0,2,362.32831,6.89464,-0.49706,35,105,4.1,4.1,95.659
SSB,TB_2020-06-18_7_A,TB,6/18/20,7,15382.84483,14142.8483,16924.40196,17332.94065,0,2,362.32831,6.89464,-0.49706,35,105,4.1,4.1,95.659
SSB,TB_2020-06-24_0_B,TB,6/24/20,0,2493.60723,2467.65528,49.44501,31.57474,0,2,364.57714,6.07929,-0.24364,35,105,22.6,0.2,95.005
SSB,TB_2020-06-24_0_C,TB,6/24/20,0,2498.17179,2467.22989,50.63144,31.88534,0,2,364.57714,6.07929,-0.24364,35,105,22.6,0.2,95.005
SSB,TB_2020-06-24_0_A,TB,6/24/20,0,2540.5277,2512.09208,54.79244,40.94295,0,2,364.57714,6.07929,-0.24364,35,105,22.6,0.2,95.005
SSB,TB_2020-06-24_3_B,TB,6/24/20,3,10460.43201,9649.52205,4565.74012,4589.07445,0,2,364.57714,6.07929,-0.24364,35,105,5.4,0.2,95.005
SSB,TB_2020-06-24_3_A,TB,6/24/20,3,10563.40438,9747.28869,4652.92449,4685.10857,0.05623,2,364.57714,6.07929,-0.24364,35,105,5.4,0.2,95.005
SSB,TB_2020-06-24_3_C,TB,6/24/20,3,10701.63888,9867.05231,4776.87721,4832.99372,0,2,364.57714,6.07929,-0.24364,35,105,5.4,0.2,95.005
SSB,TB_2020-06-24_5_B,TB,6/24/20,5,10923.3526,10077.4236,5958.77536,6003.8031,0,2,364.57714,6.07929,-0.24364,35,105,4.1,0.2,95.005
SSB,TB_2020-06-24_5_C,TB,6/24/20,5,10768.47921,9932.74824,5978.54082,6025.73187,0.01248,2,364.57714,6.07929,-0.24364,35,105,4.1,0.2,95.005
SSB,TB_2020-06-24_5_A,TB,6/24/20,5,10868.80071,10017.41503,6030.29245,6085.17836,0,2,364.57714,6.07929,-0.24364,35,105,4.1,0.2,95.005
SSB,TB_2020-06-24_7_B,TB,6/24/20,7,15888.86776,14565.80521,20965.19567,21517.43507,0,2,364.57714,6.07929,-0.24364,35,105,4.1,0.2,95.005
SSB,TB_2020-06-24_7_A,TB,6/24/20,7,15836.10281,14522.69213,19790.68323,20429.92555,0,2,364.57714,6.07929,-0.24364,35,105,4.1,0.2,95.005
SSB,TB_2020-06-24_7_C,TB,6/24/20,7,15816.85912,14505.25951,19272.65715,19807.24328,0,2,364.57714,6.07929,-0.24364,35,105,4.1,0.2,95.005
SSB,SSB_2020-06-25_0_C,SSB,6/25/20,0,2086.32168,2091.98089,60.98894,44.38147,0.33057,2,369.98432,51.39191,-0.32299,35,105,23.3,23.3,95.352
SSB,SSB_2020-06-25_0_B,SSB,6/25/20,0,2429.52232,2408.20578,92.51432,77.59616,0,2,369.98432,51.39191,-0.32299,35,105,23.3,23.3,95.352
SSB,SSB_2020-06-25_0_A,SSB,6/25/20,0,2410.42238,2390.37661,215.00246,200.46834,0,2,369.98432,51.39191,-0.32299,35,105,23.3,23.3,95.352
SSB,SSB_2020-06-25_3_C,SSB,6/25/20,3,12573.39974,11562.70441,8209.97323,8306.28382,0,2,369.98432,51.39191,-0.32299,35,105,5.3,5.3,95.352
SSB,SSB_2020-06-25_3_A,SSB,6/25/20,3,12150.3453,11178.91421,7344.31696,7416.71413,0,2,369.98432,51.39191,-0.32299,35,105,5.3,5.3,95.352
SSB,SSB_2020-06-25_3_B,SSB,6/25/20,3,12295.79616,11323.97881,7796.19774,7877.52479,0,2,369.98432,51.39191,-0.32299,35,105,5.3,5.3,95.352
SSB,SSB_2020-06-25_5_A,SSB,6/25/20,5,12948.23469,11892.72636,10630.27645,10776.97134,0.24319,2,369.98432,51.39191,-0.32299,35,105,4.4,4.4,95.352
SSB,SSB_2020-06-25_5_C,SSB,6/25/20,5,12739.03373,11707.75966,10870.57131,11030.81216,0,2,369.98432,51.39191,-0.32299,35,105,4.4,4.4,95.352
SSB,SSB_2020-06-25_5_B,SSB,6/25/20,5,11960.92984,11019.60888,11117.24041,11315.96262,0,2,369.98432,51.39191,-0.32299,35,105,4.4,4.4,95.352
SSB,SSB_2020-06-25_7_C,SSB,6/25/20,7,19736.9751,18073.29638,38628.94705,39962.02684,0,2,369.98432,51.39191,-0.32299,35,105,4.4,4.4,95.352
SSB,SSB_2020-06-25_7_A,SSB,6/25/20,7,19767.33257,18093.9351,38771.26041,40110.49811,0,2,369.98432,51.39191,-0.32299,35,105,4.4,4.4,95.352
SSB,SSB_2020-06-25_7_B,SSB,6/25/20,7,19793.21237,18124.6049,35765.12938,37167.5334,0,2,369.98432,51.39191,-0.32299,35,105,4.4,4.4,95.352
SSB,TB_2020-06-30_0_B,TB,6/30/20,0,1355.22864,1430.67258,43.01532,31.53965,0,2,380.6683,7.91158,0.25505,35,105,33.2,33.2,95.379
SSB,TB_2020-06-30_0_A,TB,6/30/20,0,1318.36455,1392.60978,50.17148,33.55629,0,2,380.6683,7.91158,0.25505,35,105,33.2,33.2,95.379
SSB,TB_2020-06-30_0_C,TB,6/30/20,0,1346.18151,1419.5002,50.67129,30.01366,0,2,380.6683,7.91158,0.25505,35,105,33.2,33.2,95.379
SSB,TB_2020-06-30_3_C,TB,6/30/20,3,11925.63909,10980.60509,5207.66546,5269.39767,0,2,380.6683,7.91158,0.25505,35,105,5,5,95.379
SSB,TB_2020-06-30_3_A,TB,6/30/20,3,11719.32768,10795.83219,5054.88921,5102.8835,0,2,380.6683,7.91158,0.25505,35,105,5,5,95.379
SSB,TB_2020-06-30_3_B,TB,6/30/20,3,11835.66306,10899.10011,5273.2463,5332.84235,0,2,380.6683,7.91158,0.25505,35,105,5,5,95.379
SSB,TB_2020-06-30_5_C,TB,6/30/20,5,11722.10108,10793.54474,6024.36617,6274.90785,0,2,380.6683,7.91158,0.25505,35,105,4.2,4.2,95.379
SSB,TB_2020-06-30_5_B,TB,6/30/20,5,10862.55419,10010.76556,6076.41318,6297.62234,0,2,380.6683,7.91158,0.25505,35,105,4.2,4.2,95.379
SSB,TB_2020-06-30_5_A,TB,6/30/20,5,11118.90493,10247.57221,5933.00298,6013.4198,0,2,380.6683,7.91158,0.25505,35,105,4.2,4.2,95.379
SSB,TB_2020-06-30_7_B,TB,6/30/20,7,16560.12622,15181.28311,18510.46714,19337.19313,0,2,380.6683,7.91158,0.25505,35,105,4.2,4.2,95.379
SSB,TB_2020-06-30_7_A,TB,6/30/20,7,16982.361,15582.78586,21572.96982,22144.69935,0,2,380.6683,7.91158,0.25505,35,105,4.2,4.2,95.379
SSB,TB_2020-06-30_7_C,TB,6/30/20,7,16606.87551,15233.86293,18894.22495,19360.46625,0,2,380.6683,7.91158,0.25505,35,105,4.2,4.2,95.379
SSB,SSB_2020-07-02_0_B,SSB,7/2/20,0,1750.91293,1793.65667,178.6184,169.26569,0,2,393.43812,55.75334,0.00402,35,105,28.3,28.3,95.899
SSB,SSB_2020-07-02_0_A,SSB,7/2/20,0,1704.5474,1744.48244,39.33468,24.90362,0,2,393.43812,55.75334,0.00402,35,105,28.3,28.3,95.899
SSB,SSB_2020-07-02_0_C,SSB,7/2/20,0,1738.18861,1781.666,83.74612,210.82762,0,2,393.43812,55.75334,0.00402,35,105,28.3,28.3,95.899
SSB,SSB_2020-07-02_3_A,SSB,7/2/20,3,14236.44602,13075.50621,11284.94981,11660.87017,0,2,393.43812,55.75334,0.00402,35,105,6.1,6.1,95.899
SSB,SSB_2020-07-02_3_C,SSB,7/2/20,3,14194.34188,13040.00756,10714.24804,11043.55505,0,2,393.43812,55.75334,0.00402,35,105,6.1,6.1,95.899
SSB,SSB_2020-07-02_3_B,SSB,7/2/20,3,14150.31459,12989.91063,10277.19169,10590.50839,0,2,393.43812,55.75334,0.00402,35,105,6.1,6.1,95.899
SSB,SSB_2020-07-02_5_B,SSB,7/2/20,5,14031.81825,12891.84291,12144.66552,12435.29428,0,2,393.43812,55.75334,0.00402,35,105,4.5,4.5,95.899
SSB,SSB_2020-07-02_5_C,SSB,7/2/20,5,14387.5066,13203.70132,12544.8136,12955.10622,0,2,393.43812,55.75334,0.00402,35,105,4.5,4.5,95.899
SSB,SSB_2020-07-02_5_A,SSB,7/2/20,5,14132.49503,12975.64469,11957.06227,12306.28245,0,2,393.43812,55.75334,0.00402,35,105,4.5,4.5,95.899
SSB,SSB_2020-07-02_7_B,SSB,7/2/20,7,20278.43705,18578.49326,34917.94093,36314.2787,0,2,393.43812,55.75334,0.00402,35,105,4.4,4.4,95.899
SSB,SSB_2020-07-02_7_C,SSB,7/2/20,7,17827.29763,16336.33273,32587.95998,33897.68489,0,2,393.43812,55.75334,0.00402,35,105,4.4,4.4,95.899
SSB,SSB_2020-07-02_7_A,SSB,7/2/20,7,20434.89754,18730.08462,35480.92682,36889.24215,0,2,393.43812,55.75334,0.00402,35,105,4.4,4.4,95.899
SSB,TB_2020-07-07_0_C,TB,7/7/20,0,1689.33043,1733.62778,58.93479,43.59978,0,2,399.92279,27.7515,-0.38349,35,105,32,32,95.485
SSB,TB_2020-07-07_0_B,TB,7/7/20,0,1712.17572,1770.86092,84.4217,64.18834,0,2,399.92279,27.7515,-0.38349,35,105,32,32,95.485
SSB,TB_2020-07-07_0_A,TB,7/7/20,0,1781.48541,1820.34881,163.18554,150.16171,0,2,399.92279,27.7515,-0.38349,35,105,32,32,95.485
SSB,TB_2020-07-07_3_A,TB,7/7/20,3,11754.49033,10850.67428,5238.06253,5304.83319,0,2,399.92279,27.7515,-0.38349,35,105,5.6,5.6,95.485
SSB,TB_2020-07-07_3_C,TB,7/7/20,3,11683.31301,10796.27506,5195.14817,5259.81088,0,2,399.92279,27.7515,-0.38349,35,105,5.6,5.6,95.485
SSB,TB_2020-07-07_3_B,TB,7/7/20,3,11546.76864,10669.75471,4986.02602,5044.41098,0,2,399.92279,27.7515,-0.38349,35,105,5.6,5.6,95.485
SSB,TB_2020-07-07_5_A,TB,7/7/20,5,11746.77961,10837.10881,6939.01502,7023.06506,0,2,399.92279,27.7515,-0.38349,35,105,4.4,4.4,95.485
SSB,TB_2020-07-07_5_C,TB,7/7/20,5,11701.50144,10796.01422,7258.3083,7374.0927,0,2,399.92279,27.7515,-0.38349,35,105,4.4,4.4,95.485
SSB,TB_2020-07-07_5_B,TB,7/7/20,5,11680.93693,10751.52744,6751.34959,6952.94869,0,2,399.92279,27.7515,-0.38349,35,105,4.4,4.4,95.485
SSB,TB_2020-07-07_7_B,TB,7/7/20,7,17283.10535,15839.64373,19621.39106,20157.25857,0,2,399.92279,27.7515,-0.38349,35,105,4.4,4.4,95.485
SSB,TB_2020-07-07_7_C,TB,7/7/20,7,16857.65903,15443.31518,18832.69572,19265.67052,0,2,399.92279,27.7515,-0.38349,35,105,4.4,4.4,95.485
SSB,TB_2020-07-07_7_A,TB,7/7/20,7,16708.90421,15313.70778,19169.86428,19630.67772,0,2,399.92279,27.7515,-0.38349,35,105,4.4,4.4,95.485
SSB,SSB_2020-07-11_0_A,SSB,7/11/20,0,1726.786,1777.39825,84.4547,71.36103,0,2,391.30247,42.34606,-0.62061,35,105,27,27,95.285
SSB,SSB_2020-07-11_0_C,SSB,7/11/20,0,1959.52106,1987.00652,82.89985,66.44886,0,2,391.30247,42.34606,-0.62061,35,105,27,27,95.285
SSB,SSB_2020-07-11_0_B,SSB,7/11/20,0,1671.94098,1716.37394,137.8905,127.30401,0.04554,2,391.30247,42.34606,-0.62061,35,105,27,27,95.285
SSB,SSB_2020-07-11_3_C,SSB,7/11/20,3,14159.50764,12989.05415,10680.49913,10826.24147,0,2,391.30247,42.34606,-0.62061,35,105,6.1,6.1,95.285
SSB,SSB_2020-07-11_3_A,SSB,7/11/20,3,13520.23773,12468.45168,10498.63287,10697.62423,0,2,391.30247,42.34606,-0.62061,35,105,6.1,6.1,95.285
SSB,SSB_2020-07-11_3_B,SSB,7/11/20,3,12481.52727,11525.62119,9546.95199,9713.64478,0,2,391.30247,42.34606,-0.62061,35,105,6.1,6.1,95.285
SSB,SSB_2020-7-11_5_A,SSB,7/11/20,5,14572.05099,13416.41817,13590.95898,13872.6471,0,2,391.30247,42.34606,-0.62061,35,105,4.5,4.5,95.285
SSB,SSB_2020-07-11_5_C,SSB,7/11/20,5,14261.01087,13114.48359,13220.58326,13549.96224,0,2,391.30247,42.34606,-0.62061,35,105,4.5,4.5,95.285
SSB,SSB_2020-07-11_5_B,SSB,7/11/20,5,14374.31026,13182.16184,13800.05455,14176.59208,0,2,391.30247,42.34606,-0.62061,35,105,4.5,4.5,95.285
SSB,SSB_2020-07-11_7_A,SSB,7/11/20,7,22486.17214,20655.6481,47008.09498,48839.03842,0,2,391.30247,42.34606,-0.62061,35,105,4.4,4.4,95.285
SSB,SSB_2020-07-11_7_C,SSB,7/11/20,7,22279.29473,20477.26058,45273.82794,46936.56845,0,2,391.30247,42.34606,-0.62061,35,105,4.4,4.4,95.285
SSB,SSB_2020-07-11_7_B,SSB,7/11/20,7,22312.41223,20487.48791,45949.27187,48095.52764,0,2,391.30247,42.34606,-0.62061,35,105,4.4,4.4,95.285
SSB,SSB_2020-07-16_0_B,SSB,7/16/20,0,2353.37618,2348.16958,92.64413,76.79088,0,2,391.7281,138.65702,-0.83876,35,105,26.6,26.6,95.645
SSB,SSB_2020-07-16_0_A,SSB,7/16/20,0,1502.57948,1569.10477,55.79824,135.156,0,2,391.7281,138.65702,-0.83876,35,105,26.6,26.6,95.645
SSB,SSB_2020-07-16_0_C,SSB,7/16/20,0,1686.47343,1737.37507,127.27264,203.92757,0.25621,2,391.7281,138.65702,-0.83876,35,105,26.6,26.6,95.645
SSB,SSB_2020-07-16_3_B,SSB,7/16/20,3,13979.98044,12881.95647,10515.24648,10686.46371,0,2,391.7281,138.65702,-0.83876,35,105,6.5,6.5,95.645
SSB,SSB_2020-07-16_3_C,SSB,7/16/20,3,8159.50372,7601.43213,6029.88565,6116.04912,0,2,391.7281,138.65702,-0.83876,35,105,6.5,6.5,95.645
SSB,SSB_2020-07-16_3_A,SSB,7/16/20,3,8360.39417,7753.69714,6228.58086,6404.45806,0,2,391.7281,138.65702,-0.83876,35,105,6.5,6.5,95.645
SSB,SSB_2020-07-16_5_B,SSB,7/16/20,5,13519.73945,12438.4222,12538.47964,12871.30134,0,2,391.7281,138.65702,-0.83876,35,105,4.6,4.6,95.645
SSB,SSB_2020-07-16_5_C,SSB,7/16/20,5,9020.07258,8336.78904,8005.23079,8104.15713,0,2,391.7281,138.65702,-0.83876,35,105,4.6,4.6,95.645
SSB,SSB_2020-07-16_5_A,SSB,7/16/20,5,13940.80898,12801.62772,12776.97801,13023.91517,0,2,391.7281,138.65702,-0.83876,35,105,4.6,4.6,95.645
SSB,SSB_2020-07-16_7_A,SSB,7/16/20,7,21667.57775,19896.46101,44444.31695,46205.96966,0,2,391.7281,138.65702,-0.83876,35,105,4.4,4.4,95.645
SSB,SSB_2020-07-16_7_C,SSB,7/16/20,7,21510.42746,19758.21816,42647.11967,44252.85887,0,2,391.7281,138.65702,-0.83876,35,105,4.4,4.4,95.645
SSB,SSB_2020-07-16_7_B,SSB,7/16/20,7,21627.46334,19871.21285,43447.92103,45206.92871,0,2,391.7281,138.65702,-0.83876,35,105,4.4,4.4,95.645
SSB,TB_2020-07-16_0_B,TB,7/16/20,0,3025.92236,2967.60767,59.91724,56.31966,0,2,339.44256,21.26906,-0.51579,35,105,23.4,23.4,95.765
SSB,TB_2020-07-16_0_A,TB,7/16/20,0,2953.75391,2888.90533,85.92181,189.9273,0,2,339.44256,21.26906,-0.51579,35,105,23.4,23.4,95.765
