"analysis_date"	"batch_id"	"sample_id"	"lake"	"date"	"depth"	"replicate"	"CO2_FID"	"CO2_TCD"	"CH4_FID"	"CH4_TCD"	"N2O_ECD"
"86"	"4/2/21 10:22"	"SSB"	"SSB_2021-03-02_3_1"	"SSB"	2021-03-02	"3"	"1"	9045.86917	8399.89464	4182.43289	4216.62934	-0.84402
"87"	"4/2/21 10:37"	"SSB"	"SSB_2021-03-02_3_2"	"SSB"	2021-03-02	"3"	"2"	9233.98606	8568.88845	4273.46314	4314.9028	-0.82478
"88"	"4/2/21 10:52"	"SSB"	"SSB_2021-03-02_3_3"	"SSB"	2021-03-02	"3"	"3"	8983.45451	8340.12401	4023.37928	4308.58624	-0.34972
"89"	"4/2/21 11:07"	"SSB"	"SSB_2021-03-02_5_1"	"SSB"	2021-03-02	"5"	"1"	9275.24975	8615.66205	5446.1827	5521.52266	-0.49058
"90"	"4/2/21 11:22"	"SSB"	"SSB_2021-03-02_5_2"	"SSB"	2021-03-02	"5"	"2"	9379.8634	8698.54531	5490.98667	5554.38423	-0.51156
"91"	"4/2/21 11:37"	"SSB"	"SSB_2021-03-02_5_3"	"SSB"	2021-03-02	"5"	"3"	9312.29895	8650.32917	5471.53906	5531.80397	-0.43974
"92"	"4/2/21 11:52"	"SSB"	"SSB_2021-03-02_7_1"	"SSB"	2021-03-02	"7"	"1"	12525.09473	11563.51744	19247.15099	19818.88195	-0.69157
"93"	"4/2/21 12:07"	"SSB"	"SSB_2021-03-02_7_2"	"SSB"	2021-03-02	"7"	"2"	12752.96489	11762.63894	19469.84653	20057.17375	-0.43
"94"	"4/2/21 12:22"	"SSB"	"SSB_2021-03-02_7_3"	"SSB"	2021-03-02	"7"	"3"	12754.45646	11755.64574	18470.85557	19016.9298	0.01332
"95"	"4/2/21 12:37"	"SSB"	"TB_2021-03-02_0_1"	"TB"	2021-03-02	"0"	"1"	7031.37607	6561.81558	343.90382	327.18063	0.21206
"96"	"4/2/21 12:52"	"SSB"	"TB_2021-03-02_0_2"	"TB"	2021-03-02	"0"	"2"	6870.81205	6435.47834	224.84338	203.80831	0.61729
"97"	"4/2/21 13:07"	"SSB"	"TB_2021-03-02_0_3"	"TB"	2021-03-02	"0"	"3"	6756.18868	6342.22029	239.71436	222.36248	0.48825
"98"	"4/2/21 13:22"	"SSB"	"TB_2021-03-02_3_1"	"TB"	2021-03-02	"3"	"1"	7499.49307	7006.57584	870.32955	868.87462	0.23505
"99"	"4/2/21 13:37"	"SSB"	"TB_2021-03-02_3_2"	"TB"	2021-03-02	"3"	"2"	7383.87366	6915.25765	885.38487	877.91784	-0.09533
"100"	"4/2/21 13:52"	"SSB"	"TB_2021-03-02_3_3"	"TB"	2021-03-02	"3"	"3"	7500.61634	7004.39542	840.05228	838.86983	-0.08986
"101"	"4/2/21 14:07"	"SSB"	"TB_2021-03-02_5_1"	"TB"	2021-03-02	"5"	"1"	8880.56023	8264.45709	4719.67023	4771.71534	0.02588
"102"	"4/2/21 14:22"	"SSB"	"TB_2021-03-02_5_2"	"TB"	2021-03-02	"5"	"2"	9168.21773	8519.11273	5846.90848	5925.0801	-0.14089
"103"	"4/2/21 14:51"	"SSB"	"blank"	"blank"	NA	NA	NA	462.48376	602.55449	12.01464	0	0.08599
"104"	"4/2/21 15:06"	"SSB"	"blank"	"blank"	NA	NA	NA	365.33103	508.65941	4.2637	0	-0.04652
"105"	"4/2/21 15:21"	"SSB"	"TB_2021-03-02_5_3"	"TB"	2021-03-02	"5"	"3"	9206.26334	8548.27171	6417.64223	6499.36282	-0.39465
"106"	"4/2/21 15:36"	"SSB"	"TB_2021-03-02_7_1"	"TB"	2021-03-02	"7"	"1"	14161.62191	13052.10663	21451.75222	22122.42453	-0.59471
"107"	"4/2/21 15:51"	"SSB"	"TB_2021-03-02_7_2"	"TB"	2021-03-02	"7"	"2"	13706.9186	12616.85004	18583.00545	19108.39548	-0.55993
"108"	"4/2/21 16:06"	"SSB"	"TB_2021-03-02_7_3"	"TB"	2021-03-02	"7"	"3"	13413.9556	12361.47921	19440.37379	20020.81113	-0.57773
"109"	"4/2/21 16:21"	"SSB"	"TB_2021-03-15_0_1"	"TB"	2021-03-15	"0"	"1"	6146.69807	5793.48905	778.20325	776.21097	-0.44714
"110"	"4/2/21 16:36"	"SSB"	"TB_2021-03-15_0_2"	"TB"	2021-03-15	"0"	"2"	5971.46835	5633.67128	718.25152	711.09426	-0.51505
"111"	"4/2/21 16:51"	"SSB"	"TB_2021-03-15_0_3"	"TB"	2021-03-15	"0"	"3"	5997.51131	5661.8247	695.93756	689.32794	-0.84022
"112"	"4/2/21 17:06"	"SSB"	"TB_2021-03-15_3_1"	"TB"	2021-03-15	"3"	"1"	6975.2705	6535.15897	1043.37863	1040.3909	-0.89185
"113"	"4/2/21 17:21"	"SSB"	"TB_2021-03-15_3_2"	"TB"	2021-03-15	"3"	"2"	7230.01492	6756.95329	1583.81838	1589.95995	-0.89156
"114"	"4/2/21 17:36"	"SSB"	"TB_2021-03-15_3_3"	"TB"	2021-03-15	"3"	"3"	7078.67992	6610.77486	1229.23138	1222.66653	-0.941
"115"	"4/2/21 17:51"	"SSB"	"TB_2021-03-15_5_1"	"TB"	2021-03-15	"5"	"1"	9848.26336	9126.22553	9673.25191	9840.05067	-0.81733
"116"	"4/2/21 18:06"	"SSB"	"TB_2021-03-15_5_2"	"TB"	2021-03-15	"5"	"2"	9670.47918	8959.42226	8851.562	8993.36905	-0.91007
"117"	"4/2/21 18:21"	"SSB"	"TB_2021-03-15_5_3"	"TB"	2021-03-15	"5"	"3"	9757.50739	9039.57271	9201.07357	9363.41893	-0.81122
"118"	"4/2/21 18:36"	"SSB"	"TB_2021-03-15_7_1"	"TB"	2021-03-15	"7"	"1"	14096.70037	12981.54611	25786.21693	26659.42915	-0.86909
"119"	"4/2/21 18:51"	"SSB"	"TB_2021-03-15_7_2"	"TB"	2021-03-15	"7"	"2"	13520.50623	12462.39584	25334.26224	26198.56702	-0.92871
"120"	"4/2/21 19:06"	"SSB"	"TB_2021-03-15_7_3"	"TB"	2021-03-15	"7"	"3"	14788.82356	13610.64488	28705.58906	29722.99788	-1.01496
"121"	"4/2/21 19:21"	"SSB"	"SSB_2021-03-15_0_1"	"SSB"	2021-03-15	"0"	"1"	4505.60483	4294.96974	247.71071	232.15486	-0.57228
"122"	"4/2/21 19:36"	"SSB"	"SSB_2021-03-15_0_2"	"SSB"	2021-03-15	"0"	"2"	4549.43854	4337.43475	187.29985	169.51778	-0.59448
"123"	"4/2/21 19:51"	"SSB"	"SSB_2021-03-15_0_3"	"SSB"	2021-03-15	"0"	"3"	4606.86592	4390.08502	171.16537	148.91962	-0.59676
"124"	"4/2/21 20:06"	"SSB"	"SSB_2021-03-15_3_1"	"SSB"	2021-03-15	"3"	"1"	8724.04746	8107.8901	3945.74138	3980.22735	-0.60823
"125"	"4/2/21 20:21"	"SSB"	"SSB_2021-03-15_3_2"	"SSB"	2021-03-15	"3"	"2"	8889.62494	8261.72955	4151.11181	4178.56263	-0.5927
"126"	"4/2/21 20:36"	"SSB"	"SSB_2021-03-15_3_3"	"SSB"	2021-03-15	"3"	"3"	8835.14185	8224.12551	3977.05723	4005.17316	-0.93089
"127"	"4/2/21 20:51"	"SSB"	"SSB_2021-03-15_5_1"	"SSB"	2021-03-15	"5"	"1"	8819.62241	8199.61205	5883.10229	5951.63485	-0.59996
"128"	"4/2/21 21:06"	"SSB"	"SSB_2021-03-15_5_2"	"SSB"	2021-03-15	"5"	"2"	9478.28282	8794.81965	8013.70504	8130.94361	-0.58392
"129"	"4/2/21 21:21"	"SSB"	"SSB_2021-03-15_5_3"	"SSB"	2021-03-15	"5"	"3"	9531.90233	8856.41269	7490.35737	7591.73612	-0.60562
"130"	"4/2/21 21:36"	"SSB"	"SSB_2021-03-15_7_1"	"SSB"	2021-03-15	"7"	"1"	10968.04664	10144.45687	14449.88416	15010.06021	-0.62605
"131"	"4/2/21 21:51"	"SSB"	"SSB_2021-03-15_7_2"	"SSB"	2021-03-15	"7"	"2"	11190.97594	10342.10506	15240.94615	15830.3447	-0.75119
"132"	"4/2/21 22:06"	"SSB"	"SSB_2021-03-15_7_3"	"SSB"	2021-03-15	"7"	"3"	11034.29993	10205.29301	14416.10318	14773.89094	-0.59107
"133"	"4/2/21 22:21"	"SSB"	"blank"	"blank"	NA	NA	NA	389.09904	537.31176	58.9635	34.16522	-0.26753
"134"	"4/2/21 22:36"	"SSB"	"blank"	"blank"	NA	NA	NA	356.33972	519.1484	16.46055	-11.03943	-0.07433
"135"	"4/2/21 22:51"	"SSB"	"std1"	"std1"	NA	NA	NA	-67.8676	NA	6.73849	NA	-0.64496
"136"	"4/2/21 23:06"	"SSB"	"std2"	"std2"	NA	NA	NA	14.84799	173.00286	15.52749	-9.59728	-0.77261
"137"	"4/2/21 23:21"	"SSB"	"std3"	"std3"	NA	NA	NA	-72.25326	0	99.07511	76.07058	-0.62603
"138"	"4/2/21 23:36"	"SSB"	"std6"	"std6"	NA	NA	NA	-74.62408	0	521.90117	511.22341	-0.48512
"139"	"4/2/21 23:51"	"SSB"	"std8"	"std8"	NA	NA	NA	-245.30644	0	1008.14648	1005.03652	-0.47525
"140"	"4/3/21 0:07"	"SSB"	"std10"	"std10"	NA	NA	NA	-79.36007	0	5033.59795	5084.77178	-0.57457
"141"	"4/3/21 0:22"	"SSB"	"std4"	"std4"	NA	NA	NA	114.5808	280.98599	29.7512	4.60809	-0.4486
"142"	"4/3/21 0:37"	"SSB"	"std5"	"std5"	NA	NA	NA	390.45382	545.13639	4.71784	0	-0.54477
"143"	"4/3/21 0:52"	"SSB"	"std7"	"std7"	NA	NA	NA	924.03537	1048.80143	1.59207	0	-0.50022
"144"	"4/3/21 1:07"	"SSB"	"std9"	"std9"	NA	NA	NA	4925.98186	4692.59839	0.9666	0	-0.45
"145"	"4/3/21 1:22"	"SSB"	"std12"	"std12"	NA	NA	NA	11253.52772	10407.41299	0.38204	0	-0.39495
"146"	"4/3/21 1:37"	"SSB"	"std11"	"std11"	NA	NA	NA	55965.17179	51636.59475	23903.69652	24672.10588	-0.38079
