analysis_date,batch_id,sample_id,lake,date,depth,replicate,CO2_FID,CO2_TCD,CH4_FID,CH4_TCD,N2O_ECD
1/15/21 23:51,SSB,TB_2020-10-30_5_C,TB,10/30/20,5,C,7158.15336,6660.08058,4139.40692,4154.12575,-0.36686
1/16/21 0:06,SSB,TB_2020-10-30_7_A,TB,10/30/20,7,A,14092.71399,12917.70377,18689.11468,19108.50229,-0.5735
1/16/21 0:21,SSB,TB_2020-10-30_7_B,TB,10/30/20,7,B,13673.04244,12526.15979,17015.53217,17361.57907,-0.5303
1/16/21 0:36,SSB,TB_2020-10-30_7_C,TB,10/30/20,7,C,13265.03156,12174.43137,16646.3219,16983.94058,-0.56909
1/16/21 0:51,SSB,TB_2020-10-30_Air_1,TB,10/30/20,Air,1,376.74506,519.42688,57.84311,39.44802,-0.50594
1/16/21 1:06,SSB,TB_2020-10-30_Air_2,TB,10/30/20,Air,2,350.49536,493.93576,18.02836,-3.66061,-0.24687
1/16/21 1:21,SSB,TB_2020-10-30_Air_3,TB,10/30/20,Air,3,345.59499,491.67674,9.23667,0,-0.24479
1/16/21 1:36,SSB,SSB_2020-10-30_0_A,SSB,10/30/20,0,A,7594.89038,7054.31588,3879.37946,3889.11693,-0.57483
1/16/21 1:51,SSB,SSB_2020-10-30_0_B,SSB,10/30/20,0,B,7551.98747,7022.40971,3787.21729,3797.83853,-0.53538
1/16/21 2:06,SSB,SSB_2020-10-30_0_C,SSB,10/30/20,0,C,7506.74118,6983.78947,3705.84699,3720.51265,-0.45645
1/16/21 2:21,SSB,SSB_2020-10-30_3_A,SSB,10/30/20,3,A,7799.98316,7242.87994,3394.44037,3406.70249,-0.45798
1/16/21 2:36,SSB,SSB_2020-10-30_3_B,SSB,10/30/20,3,B,7957.46426,7381.69486,3471.10634,3721.87126,-0.56613
1/16/21 2:51,SSB,SSB_2020-10-30_3_C,SSB,10/30/20,3,C,7890.14962,7311.74093,3905.88362,4135.559,-0.5186
1/16/21 3:06,SSB,SSB_2020-10-30_5_A,SSB,10/30/20,5,A,7784.86275,7220.75134,3861.37278,3885.84579,-0.57623
1/16/21 3:21,SSB,SSB_2020-10-30_5_B,SSB,10/30/20,5,B,7661.52829,7117.46473,3753.31125,3770.46151,-0.53807
1/16/21 3:36,SSB,SSB_2020-10-30_5_C,SSB,10/30/20,5,C,7821.72899,7260.20855,4029.10571,4043.83713,-0.58441
1/16/21 3:51,SSB,SSB_2020-10-30_7_A,SSB,10/30/20,7,A,7586.58172,7044.53751,3552.51598,3560.19292,-0.60336
1/16/21 4:07,SSB,SSB_2020-10-30_7_B,SSB,10/30/20,7,B,7698.45862,7149.59558,3804.83483,3812.07577,-0.51739
1/16/21 4:22,SSB,SSB_2020-10-30_7_C,SSB,10/30/20,7,C,7841.59729,7268.88829,3965.49534,3975.41183,-0.37367
1/16/21 4:37,SSB,SSB_2020-10-30_Air_1,SSB,10/30/20,Air,1,361.29472,503.82017,15.14331,-6.86215,-0.27728
1/16/21 4:52,SSB,SSB_2020-10-30_Air_2,SSB,10/30/20,Air,2,348.13162,488.81234,5.9538,0,-0.12809
1/16/21 5:07,SSB,SSB_2020-10-30_Air_3,SSB,10/30/20,Air,3,343.31604,487.20584,3.84259,0,-0.21156
1/16/21 5:22,SSB,SSB_2021-01-13_0_A,SSB,1/13/21,0,A,6479.31761,6050.58825,518.34555,510.41836,-0.44264
1/16/21 5:37,SSB,SSB_2021-01-13_0_B,SSB,1/13/21,0,B,7048.23592,6551.40605,671.08469,667.86442,-0.62186
1/16/21 5:52,SSB,SSB_2021-01-13_0_C,SSB,1/13/21,0,C,7335.70668,6822.41039,74.10623,56.24949,-0.69498
1/16/21 6:07,SSB,SSB_2021-01-13_3_A,SSB,1/13/21,3,A,7735.7773,7172.54734,1847.08624,1848.79897,-0.40024
1/16/21 6:22,SSB,SSB_2021-01-13_3_B,SSB,1/13/21,3,B,7884.34422,7320.30244,2106.61288,2110.35489,-0.57866
1/16/21 6:37,SSB,SSB_2021-01-13_3_C,SSB,1/13/21,3,C,7373.23303,6847.7065,1929.16532,1921.52443,-0.58931
1/16/21 6:52,SSB,SSB_2021-01-13_5_A,SSB,1/13/21,5,A,8148.43802,7551.85242,3775.63908,3791.39863,-0.52318
1/16/21 7:07,SSB,SSB_2021-01-13_5_B,SSB,1/13/21,5,B,8109.06309,7519.15112,3850.7847,3854.37222,-0.38831
1/16/21 7:22,SSB,SSB_2021-01-13_5_C,SSB,1/13/21,5,C,8329.52724,7716.67975,4065.54902,4078.93558,-0.42614
1/16/21 7:37,SSB,SSB_2021-01-13_7_A,SSB,1/13/21,7,A,9571.71892,8837.92741,7647.50192,7711.72402,-0.49656
1/16/21 7:52,SSB,SSB_2021-01-13_7_B,SSB,1/13/21,7,B,9306.35613,8591.94655,8236.24627,8316.6799,-0.6018
1/16/21 8:07,SSB,SSB_2021-01-13_7_C,SSB,1/13/21,7,C,9762.94639,9003.45316,10446.35559,10583.69519,-0.54099
1/16/21 8:22,SSB,SSB_2021-01-13_Air_1,SSB,1/13/21,Air,1,402.17091,537.78098,34.01629,17.61244,-0.19009
1/16/21 8:37,SSB,SSB_2021-01-13_Air_2,SSB,1/13/21,Air,2,374.89888,514.81093,11.07119,0,-0.08785
1/16/21 8:52,SSB,SSB_2021-01-13_Air_3,SSB,1/13/21,Air,3,386.36574,533.26864,5.98209,0,-0.15686
1/16/21 9:07,SSB,TB_2021-01-14_0_A,TB,1/14/21,0,A,5654.96521,5294.93352,335.73964,324.99996,-0.30852
1/16/21 9:22,SSB,TB_2021-01-14_0_B,TB,1/14/21,0,B,5474.3326,5140.73778,873.25195,863.22278,-0.32037
1/16/21 9:37,SSB,TB_2021-01-14_0_C,TB,1/14/21,0,C,5295.81927,4990.89756,1044.1173,1058.57826,-0.33071
1/16/21 9:52,SSB,TB_2021-01-14_3_A,TB,1/14/21,3,A,7425.31104,6893.59378,2005.41413,2004.81451,-0.32716
1/16/21 10:07,SSB,TB_2021-01-14_3_B,TB,1/14/21,3,B,6991.3824,6512.04757,1085.03416,1083.59755,-0.44522
1/16/21 10:22,SSB,TB_2021-01-14_3_C,TB,1/14/21,3,C,6870.60205,6396.33718,1084.3495,1082.205,-0.47183
1/16/21 10:37,SSB,TB_2021-01-14_5_A,TB,1/14/21,5,A,8336.0622,7720.1284,4460.33469,4465.70645,-0.21742
1/16/21 11:03,SSB,blank,blank,NA,NA,NA,437.25086,578.59117,11.87734,-11.00931,0.11927
1/16/21 11:18,SSB,blank,blank,NA,NA,NA,354.98334,500.11717,4.13971,0,0.20495
1/16/21 11:33,SSB,TB_2021-01-14_5_B,TB,1/14/21,5,B,8757.16223,8096.65074,6640.90463,6676.11327,-0.04051
1/16/21 11:48,SSB,TB_2021-01-14_5_C,TB,1/14/21,5,C,7939.95704,7360.57509,3205.05793,3209.95158,-0.01889
1/16/21 12:03,SSB,TB_2021-01-14_7_A,TB,1/14/21,7,A,15690.85356,14371.7163,28455.05252,29297.82373,-0.4738
1/16/21 12:18,SSB,TB_2021-01-14_7_B,TB,1/14/21,7,B,14153.1906,12975.31803,25078.26953,25768.97547,-0.40341
1/16/21 12:33,SSB,TB_2021-01-14_7_C,TB,1/14/21,7,C,13628.5698,12493.93793,25445.67508,26151.31964,-0.22243
1/16/21 12:48,SSB,TB_2021-01-14_Air_1,TB,1/14/21,Air,1,410.72139,552.8977,86.81161,65.97375,0.3164
1/16/21 13:03,SSB,TB_2021-01-14_Air_2,TB,1/14/21,Air,2,371.81449,519.02302,26.41653,8.08834,0.22222
1/16/21 13:18,SSB,TB_2021-01-14_Air_3,TB,1/14/21,Air,3,288.61884,439.73237,13.14844,-8.87188,0.24163
1/16/21 13:34,SSB,SSB_2020-10-07_0_A,SSB,10/7/20,0,A,5230.31992,4926.86583,711.37182,702.94216,0.11347
1/16/21 13:49,SSB,SSB_2020-10-07_0_B,SSB,10/7/20,0,B,5394.55177,5068.98355,687.24809,685.44355,0.10556
1/16/21 14:04,SSB,SSB_2020-10-07_0_C,SSB,10/7/20,0,C,5210.72188,4909.53235,599.34878,593.11542,0.15512
1/16/21 14:19,SSB,SSB_2020-10-07_3_A,SSB,10/7/20,3,A,16095.34945,14731.44107,17351.85123,17725.65675,-0.2616
1/16/21 14:34,SSB,SSB_2020-10-07_3_B,SSB,10/7/20,3,B,15990.62568,14642.75112,17090.02737,17447.02268,-0.17078
1/16/21 14:49,SSB,SSB_2020-10-07_3_C,SSB,10/7/20,3,C,15669.39256,14345.94889,16915.75869,17267.67835,-0.23592
1/16/21 15:04,SSB,SSB_2020-10-07_5_A,SSB,10/7/20,5,A,16294.70158,14922.76227,23911.83263,24568.99906,-0.22256
1/16/21 15:19,SSB,SSB_2020-10-07_5_B,SSB,10/7/20,5,B,16234.33778,14862.10566,24210.49146,24875.00612,-0.32723
1/16/21 15:34,SSB,SSB_2020-10-07_5_C,SSB,10/7/20,5,C,10405.97063,9586.82378,14716.56848,14981.29622,-0.01686
1/16/21 15:49,SSB,SSB_2020-10-07_7_A,SSB,10/7/20,7,A,21650.3126,19796.30452,47394.22879,49001.02622,-0.34676
1/16/21 16:04,SSB,SSB_2020-10-07_7_B,SSB,10/7/20,7,B,21590.68803,19729.80534,45492.50014,47036.77906,-0.28596
1/16/21 16:19,SSB,SSB_2020-10-07_7_C,SSB,10/7/20,7,C,21832.78082,19957.39635,46249.98747,48013.18203,-0.26201
1/16/21 16:34,SSB,SSB_2020-10-07_Air_1,SSB,10/7/20,Air,1,393.69387,539.2014,157.30297,142.12162,-0.0218
1/16/21 16:49,SSB,SSB_2020-10-07_Air_2,SSB,10/7/20,Air,2,363.38559,504.9123,44.69531,29.89344,0.08667
1/16/21 17:04,SSB,SSB_2020-10-07_Air_3,SSB,10/7/20,Air,3,346.29918,487.93636,21.39744,2.27541,-0.0647
1/16/21 17:19,SSB,TB_2020-10-05_0_A,TB,10/5/20,0,A,4828.20595,4562.83634,1141.34965,1141.25403,-0.17591
1/16/21 17:34,SSB,TB_2020-10-05_0_B,TB,10/5/20,0,B,4784.41704,4529.06933,1108.3186,1114.202,-0.22438
1/16/21 17:49,SSB,TB_2020-10-05_0_C,TB,10/5/20,0,C,4677.17731,4436.93478,1027.84887,1027.91457,-0.10037
1/16/21 18:04,SSB,TB_2020-10-05_3_A,TB,10/5/20,3,A,12329.18879,11331.01589,6165.70114,6204.57061,-0.20427
1/16/21 18:19,SSB,TB_2020-10-05_3_B,TB,10/5/20,3,B,12514.01784,11488.00939,7019.69634,7065.63646,-0.36792
1/16/21 18:34,SSB,TB_2020-10-05_3_C,TB,10/5/20,3,C,11919.56465,10966.76659,5925.54872,5972.44228,-0.29788
1/16/21 18:49,SSB,TB_2020-10-05_5_A,TB,10/5/20,5,A,11646.30784,10703.63752,7696.91797,7772.18343,-0.50075
1/16/21 19:04,SSB,TB_2020-10-05_5_B,TB,10/5/20,5,B,11683.67911,10751.5506,7521.50414,7590.39336,-0.5648
1/16/21 19:19,SSB,TB_2020-10-05_5_C,TB,10/5/20,5,C,11771.95041,10818.22936,7187.1505,7241.07751,-0.25333
1/16/21 19:34,SSB,TB_2020-10-05_7_A,TB,10/5/20,7,A,16312.23514,14942.54817,25355.70794,26074.65409,-0.41901
1/16/21 19:49,SSB,TB_2020-10-05_7_B,TB,10/5/20,7,B,16526.05221,15137.94088,24472.64576,25143.06118,-0.29331
1/16/21 20:04,SSB,TB_2020-10-05_7_C,TB,10/5/20,7,C,16309.11594,14939.82028,24908.01264,25613.60357,-0.33606
1/16/21 20:19,SSB,TB_2020-10-05_Air_1,TB,10/5/20,Air,1,393.1022,531.62963,83.90309,63.53952,0.06427
1/16/21 20:35,SSB,TB_2020-10-05_Air_2,TB,10/5/20,Air,2,355.97158,499.90427,24.20824,5.18706,-0.00258
1/16/21 20:50,SSB,TB_2020-10-05_Air_3,TB,10/5/20,Air,3,353.46749,503.33261,12.88112,-7.32,0.10429
1/17/21 0:05,SSB,SSB_2020-07-28_7_B,SSB,7/28/20,7,B,22030.80884,20147.76194,45280.88722,46841.8406,-0.32541
1/17/21 1:20,SSB,SSB_2020-07-28_5_B,SSB,7/28/20,5,B,14564.72797,13361.78288,14087.23584,14342.28069,-0.33254
1/17/21 2:05,SSB,SSB_2020-07-28_0_A,SSB,7/28/20,0,A,2713.67526,2660.38999,43.53484,25.50297,-0.07371
1/17/21 2:20,SSB,SSB_2020-07-28_3_B,SSB,7/28/20,3,B,14417.58749,13217.49351,12324.47806,12516.06327,-0.33468
1/17/21 2:35,SSB,SSB_2020-07-23_Air_2,SSB,7/23/20,Air,2,374.60043,517.8216,37.31588,18.0956,-0.00247
1/17/21 2:51,SSB,SSB_2020-07-28_7_C,SSB,7/28/20,7,C,21866.91862,20005.9591,42418.88781,43866.31347,-0.35559
1/17/21 3:51,SSB,TB_2020-08-04_Air_1,TB,8/4/20,Air,1,340.1457,486.41356,7.12244,0,0.01212
1/17/21 4:21,SSB,SSB_2020-07-28_0_B,SSB,7/28/20,0,B,2813.2707,2748.85404,43.20737,22.40612,0.05892
1/17/21 4:36,SSB,TB_2020-08-04_0_A,TB,8/4/20,0,A,4102.5496,3918.82617,211.20811,200.50515,-0.28654
1/17/21 4:51,SSB,TB_2020-08-04_Air_2,TB,8/4/20,Air,2,347.33699,495.33505,3.37319,0,0.08058
1/17/21 5:06,SSB,SSB_2020-07-23_Air_3,SSB,7/23/20,Air,3,615.88022,743.68422,598.29183,592.65411,0.00569
1/17/21 5:21,SSB,SSB_2020-07-28_Air_3,SSB,7/28/20,Air,3,340.64318,486.18034,5.39382,0,0.03451
1/17/21 6:21,SSB,TB_2020-08-04_Air_3,TB,8/4/20,Air,3,405.2434,546.17916,6.16543,0,-0.19827
1/17/21 6:36,SSB,SSB_2020-07-28_5_C,SSB,7/28/20,5,C,14752.10239,13536.15212,14516.06313,14804.69039,-0.37978
1/17/21 7:21,SSB,SSB_2020-07-28_3_A,SSB,7/28/20,3,A,14427.63881,13233.83725,12128.93812,12332.77022,-0.4065
1/17/21 7:36,SSB,SSB_2020-07-23_5_B,SSB,7/23/20,5,B,14190.86781,13023.82512,14055.75939,14322.80053,-0.45638
1/17/21 7:52,SSB,SSB_2020-07-28_Air_2,SSB,7/28/20,Air,2,379.84956,521.14796,60.07996,43.03609,-0.19061
1/17/21 8:52,SSB,SSB_2020-07-28_7_A,SSB,7/28/20,7,A,21389.47541,19571.88589,41264.07468,42847.19646,-0.41318
1/17/21 9:07,SSB,SSB_2020-07-28_5_A,SSB,7/28/20,5,A,14915.57025,13677.07248,14711.436,15133.16057,-0.37906
1/17/21 9:22,SSB,TB_2020-08-04_0_B,TB,8/4/20,0,B,4092.57426,3905.3192,290.36679,280.08349,-0.29996
1/17/21 9:37,SSB,SSB_2020-07-28_0_C,SSB,7/28/20,0,C,2820.16955,2759.88178,60.727,41.83911,-0.0895
1/17/21 9:52,SSB,SSB_2020-07-28_Air_1,SSB,7/28/20,Air,1,852.65743,961.41844,1028.46389,1032.96537,-0.08359
1/17/21 10:07,SSB,SSB_2020-07-28_3_C,SSB,7/28/20,3,C,14342.40788,13165.3724,11590.34917,11803.02407,-0.55782
1/17/21 10:22,SSB,TB_2020-08-04_0_C,TB,8/4/20,0,C,4012.55126,3833.30209,211.85173,203.94885,-0.22936
1/17/21 10:37,SSB,TB_2020-07-07_0_C,TB,7/7/20,0,C,1689.33043,1733.62778,58.93479,43.59978,-0.11589
1/17/21 10:52,SSB,SSB_2020-07-11_3_C,SSB,7/11/20,3,C,14159.50764,12989.05415,10680.49913,10826.24147,-0.46259
1/17/21 11:37,SSB,SSB_2020-06-18_Air_3,SSB,6/18/20,Air,3,348.12932,485.98857,6.53984,0,-0.14154
1/17/21 11:53,SSB,TB_2020-06-24_3_B,TB,6/24/20,3,B,10460.43201,9649.52205,4565.74012,4589.07445,-0.44391
1/17/21 12:19,SSB,blank,blank,NA,NA,NA,471.04205,614.97433,11.72464,-11.14621,-0.13099
1/17/21 12:35,SSB,blank,blank,NA,NA,NA,381.72668,527.65645,3.38418,0,0.27108
1/17/21 12:50,SSB,TB_2020-06-24_5_B,TB,6/24/20,5,B,10923.3526,10077.4236,5958.77536,6003.8031,-0.04495
1/17/21 13:05,SSB,SSB_2020-06-25_5_A,SSB,6/25/20,5,A,12948.23469,11892.72636,10630.27645,10776.97134,0.24319
1/17/21 13:50,SSB,TB_2020-06-30_Air_3,TB,6/30/20,Air,3,366.11942,516.77538,7.91158,0,0.48133
1/17/21 14:05,SSB,TB_2020-06-30_Air_2,TB,6/30/20,Air,2,547.71627,682.13171,209.76806,192.82399,0.25069
1/17/21 14:20,SSB,TB_2020-06-05_0_A,TB,6/5/20,0,A,1439.87738,1514.70717,19.64019,-1.21545,0.48397
1/17/21 14:35,SSB,TB_2020-06-05_0_B,TB,6/5/20,0,B,1438.9361,1511.39097,22.6535,2.70911,0.23699
1/17/21 14:50,SSB,SSB_2020-06-18_Air_2,SSB,6/18/20,Air,2,356.22733,506.29818,2.8487,0,0.28338
1/17/21 15:05,SSB,TB_2020-06-24_3_A,TB,6/24/20,3,A,10563.40438,9747.28869,4652.92449,4685.10857,0.05623
1/17/21 15:20,SSB,TB_2020-06-24_5_C,TB,6/24/20,5,C,10768.47921,9932.74824,5978.54082,6025.73187,0.01248
1/17/21 15:35,SSB,SSB_2020-06-25_0_C,SSB,6/25/20,0,C,2086.32168,2091.98089,60.98894,44.38147,0.33057
1/17/21 16:20,SSB,TB_2020-06-30_Air_1,TB,6/30/20,Air,1,380.6683,525.72613,4.42782,0,0.25505
1/17/21 16:35,SSB,SSB_2020-07-02_Air_3,SSB,7/2/20,Air,3,596.62187,723.04144,463.33802,618.34121,0.18455
1/17/21 17:35,SSB,TB_2020-06-24_3_C,TB,6/24/20,3,C,10701.63888,9867.05231,4776.87721,4832.99372,-0.14287
1/17/21 17:50,SSB,TB_2020-06-24_5_A,TB,6/24/20,5,A,10868.80071,10017.41503,6030.29245,6085.17836,-0.27447
1/17/21 18:05,SSB,SSB_2020-06-25_3_C,SSB,6/25/20,3,C,12573.39974,11562.70441,8209.97323,8306.28382,-0.24648
1/17/21 18:50,SSB,TB_2020-06-30_7_B,TB,6/30/20,7,B,16560.12622,15181.28311,18510.46714,19337.19313,-0.2563
1/17/21 19:05,SSB,SSB_2020-07-02_Air_2,SSB,7/2/20,Air,2,393.43812,542.95478,55.75334,41.68611,0.00402
1/17/21 20:05,SSB,TB_2020-06-24_0_B,TB,6/24/20,0,B,2493.60723,2467.65528,49.44501,31.57474,-0.18852
1/17/21 20:20,SSB,TB_2020-06-24_Air_2,TB,6/24/20,Air,2,359.74771,506.28396,3.71611,0,-0.07448
1/17/21 20:35,SSB,SSB_2020-06-25_3_A,SSB,6/25/20,3,A,12150.3453,11178.91421,7344.31696,7416.71413,-0.55298
1/17/21 21:20,SSB,TB_2020-06-30_7_A,TB,6/30/20,7,A,16982.361,15582.78586,21572.96982,22144.69935,-0.48377
1/17/21 21:35,SSB,SSB_2020-07-02_5_B,SSB,7/2/20,5,B,14031.81825,12891.84291,12144.66552,12435.29428,-0.49984
1/17/21 22:35,SSB,TB_2020-06-24_0_C,TB,6/24/20,0,C,2498.17179,2467.22989,50.63144,31.88534,-0.17006
1/17/21 22:50,SSB,TB_2020-06-24_Air_1,TB,6/24/20,Air,1,364.57714,508.56248,6.07929,0,-0.28835
1/17/21 23:05,SSB,SSB_2020-06-25_7_C,SSB,6/25/20,7,C,19736.9751,18073.29638,38628.94705,39962.02684,-0.4391
1/17/21 23:50,SSB,TB_2020-06-30_7_C,TB,6/30/20,7,C,16606.87551,15233.86293,18894.22495,19360.46625,-0.32185
1/18/21 0:05,SSB,SSB_2020-07-02_7_B,SSB,7/2/20,7,B,20278.43705,18578.49326,34917.94093,36314.2787,-0.48283
1/18/21 0:20,SSB,SSB_2020-07-02_0_B,SSB,7/2/20,0,B,1750.91293,1793.65667,178.6184,169.26569,-0.13741
1/18/21 1:05,SSB,TB_2020-06-24_0_A,TB,6/24/20,0,A,2540.5277,2512.09208,54.79244,40.94295,-0.37628
1/18/21 1:20,SSB,TB_2020-06-24_Air_3,TB,6/24/20,Air,3,530.47793,673.58686,216.14911,204.88872,-0.24364
1/18/21 1:35,SSB,SSB_2020-06-25_7_A,SSB,6/25/20,7,A,19767.33257,18093.9351,38771.26041,40110.49811,-0.63498
